NO,KODE,NAMA BAHAN,SUMBER,AIR,ENERGI,PROTEIN,LEMAK,KH,SERAT,ABU,KALSIUM,FOSFOR,BESI,NATRIUM,KALIUM,TEMBAGA,SENG,RETINOL,B-KAR,KAR-TOTAL,THIAMIN,RIBOFLAVIN,NIASIN,VIT_C,
,,,,(g),(Kal),(g),(g),(g),(g),(g),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mcg),(mcg),(mcg),(mg),(mg),(mg),(mg),
1,AR001,"Beras giling, mentah",KZGMI-2001,12,357,8.4,1.7,77.1,0.2,0.8,147,81,1.8,27,71,0.1,0.5,0,0,0,0.2,0.08,2.6,0,100
2,AR002,"Beras giling var pelita, mentah",KZGPI- 1990,11.4,369,9.5,1.4,77.1,0.4,0.6,68,171,1.4,34,0,0,0,0,0,0,0.26,0,0,0,100
3,AR003,"Beras giling var rojolele, mentah",KZGPI- 1990,12,357,8.4,1.7,77.1,0.2,0.8,147,81,1.8,34,112.9,0.14,0.1,,0,80,0.2,0.02,1.5,0,100
5,AR004,"Beras jagung kuning, kering, mentah",KZGMI-2001,10.8,358,5.5,0.1,82.7,10,0.9,20,90,1.4,1,80,0.1,4.1,,641,,0.12,0.08,1,3,100
6,AR005,"Beras jagung putih, kering, mentah",KZGMI-2001,22.5,307,4.8,0.1,71.8,10,0.8,17,78,1.2,1,70,0.1,3.5,,301,,0.15,0.07,0.9,0,100
7,AR006,"Beras ketan hitam tumbuk, mentah",KZGPI- 1990,13.7,360,8,2.3,74.5,1,1.5,10,347,6.2,11,288,0.28,2.2,0,0,0,0.24,0.1,2,0,100
8,AR007,"Beras ketan putih tumbuk, mentah",KZGPI- 1990,12.9,361,7.4,0.8,78.4,0.4,0.5,13,157,3.4,3,282,0.28,2.2,0,0,0,0.28,0,1.4,0,100
15,AR008,"Jagung muda, kuning, mentah",KZGPI- 1990,61.8,147,5.1,0.7,31.5,1.3,0.9,6,122,1.1,5,33.6,0.13,0.9,0,113,261,0.24,0.1,0.8,9,100
16,AR009,"Jagung kuning pipil, kering, mentah",KZGPI- 1990,11.5,366,9.8,7.3,69.1,2.2,2.4,30,538,2.3,5,79.4,0.1,4.1,,636,641,0.12,0.12,1.8,3,100
17,AR010,"Jagung pipil var, harapan, kering",KZGPI- 1990,11.3,367,6.2,5.1,76.2,2.6,1.2,7,354,2.8,1,79.6,0.1,4.1,,637,385,0.19,0.08,1,0,100
18,AR011,"Jagung pipil var, metro, kering",KZGPI- 1990,10.6,368,5.5,4.6,78,2.9,1.3,7,300,2.4,1,80.2,0.1,4.1,,642,554,0.16,0.08,1,0,100
22,AR012,Nasi,KZGPI- 1990,56.7,180,3,0.3,39.8,0.2,0.2,25,27,0.4,1,38,0.1,0.6,0,0,,0.05,0.1,2.6,0,100
23,AR013,Nasi tim,OKN-1992,71,120,2.4,0.4,26,0.5,0.2,3,7,0.4,0,23.9,0.1,0.4,,0,,0.1,0,1.4,0,100
26,AR014,"Beras merah, Nasi",KZGPI- 1990,64,149,2.8,0.4,32.5,0.3,0.3,6,63,0.8,5,91.4,0.2,0.9,0,0,0,0.06,0,1.6,0,100
27,AR015,"Bihun, mentah",DABM-1964,12.9,348,4.7,0.1,82.1,1.2,0.2,6,35,1.8,12,5,0.08,0.7,0,0,0,0,0,0.2,0,100
28,AR016,Bihun goreng instan,KZGMS-1993,9,381,6.1,3.9,80.3,,0.7,266,151,2.9,928,,,,58,,400,0.37,,,0,100
29,AR017,"Bihun Jagung, mentah",BKP,11.3,354,0.5,0.3,87.4,3,0.5,13,111,0.6,49,1.4,0.4,0,,0,0,0.02,0.02,0.3,0,100
30,AR018,"Jagung nasi, mentah",BKP,11,357,8.8,0.5,79.5,6.2,0.3,5,43,0.6,2,30.4,0.1,0.3,,0,0,0.3,0.02,0.1,0,100
31,AR019,"Jagung muda, rebus",KZGPI- 1990,53.2,142,5,0.7,30.3,0.8,0.8,5,105,0.8,5,24.3,0.2,0.9,,145,225,0.15,0,0.7,0,100
32,AR020,"Jagung kuning, tepung",DABM-1964,12,355,9.2,3.9,73.7,7.2,1.2,10,256,2.4,11,24.4,0.23,1.7,,0,510,0.38,0.02,0.3,,100
33,AR021,"Jagung kuning pipil, rebus",KZGPI- 1990,63.7,154,3.8,3.5,28.4,0.7,0.6,7,171,0.5,5,56.4,0.1,4.4,,818,234,0.08,0.1,1.7,0,100
34,AR022,"Jagung, tepung putih",DABM-1964,12,355,9.2,3.9,73.7,7.2,1.2,10,256,2.4,11,24.4,0.23,1.7,,0,0,0.38,0.02,0.3,,100
35,AR023,"Ketan, ketupat",KZGPI- 1990,52,212,4,4.6,38.6,0.2,0.9,8,46,1,,,,,0,0,0,0.07,,0.2,0,100
36,AR024,"Ketan hitam, matang",KZGPI- 1990,56.9,181,4,1.2,37.3,0.3,0.6,9,144,1.7,9,18.4,0.1,0.7,0,0,0,0.06,0,0.5,0,100
37,AR025,"Ketan hitam, tapai",KZGPI- 1990,50.2,166,3.8,1,34.4,0.3,0.6,8,106,1.6,5,12,,,,,0,0.02,,,0,100
38,AR026,"Ketan putih, matang",KZGPI- 1990,60.7,163,3,0.4,35.7,0.2,0.2,4,55,0.7,8,16.8,0.1,0.7,0,0,0,0.07,0,0.5,0,100
39,AR027,"Ketan putih, tapai",KZGPI- 1990,58.9,172,3,0.5,37.5,0.6,0.1,6,35,0.5,1,,,,0,0,0,0.04,0,0.2,0,100
41,AR028,"Makaroni, mentah",DABM-1964,11.7,353,8.7,0.4,78.7,4.9,2.5,20,80,0.3,5,0,0.28,1.4,,,0,0.1,0.13,2.2,0,100
42,AR029,Mi basah,DABM-1964,80,88,0.6,3.3,14,0.1,2.1,14,13,6.8,63,13.5,0.06,0.4,,0,,0,0,0,0,100
43,AR030,Mi kering,KZGPI- 1990,10.6,339,10,1.7,6.3,0.4,1.4,31,143,3.9,760,83,0.29,1.9,,,0,0,0.08,2.2,0,100
44,AR031,Misoa,KZGPI- 1990,10,345,8.5,2.2,78,0.5,1.3,52,120,8.7,3064,44,0.08,0,0,0,0,0,0.02,0.2,0,100
45,AR032,Roti putih,DABM-1964,40,248,8,1.2,50,9.1,0.8,10,95,1.5,530,91,0.15,0.9,0,0,0,0.1,0.29,2.4,0,100
49,AP028,"Apem, kue",KZGMI-2001,63.1,148,2,0.5,33.9,,0.5,,,,,,,,,,,,,,,100
50,AP029,Biskuit,DABM-1964,2.2,458,6.9,14.4,75.1,2.1,1.4,62,87,2.7,241,20.3,0.16,0.6,0,14,,0.09,0.15,1.4,0,100
51,AP030,"Bakpia, kue",KZGPI- 1990,38.9,272,8.7,6.7,44.1,0.9,1.6,194,117,4.5,,,,,,,1392,0.31,1,2.9,0,100
52,AP031,Bakwan,KZGPI- 1990,40.5,280,8.2,10.2,39,3.4,2.1,204,79,7,,,,,0,,0,0.08,,,0,100
53,AP032,Bantal,KZGMI-2001,52.3,190,3.3,0.3,43.5,3.4,0.6,9,0,0.4,164,84,0.2,0.9,,,,0.27,0.02,3.6,,100
54,AP033,Baruasa,KZGMI-2001,5.3,417,6.5,8.2,79.3,,0.7,,,,,,,,,,,,,,,100
55,AP034,Batar daan,KZGMI-2001,75.3,107,2.2,2.2,19.6,,0.7,20,30,0.6,200,90,0.1,,,,,0.18,0.02,,,100
56,AP035,Bika ambon,KZGPI- 1990,51.5,199,2.1,1.5,44.4,0.3,0.6,45,28,1.8,,90,,,0,,408,0.1,,0,0,100
57,AP036,Bingka,KZGMI-2001,44.4,273,5.3,10.6,39.1,,0.6,,,,,,,,,,,,,,,100
58,AP037,Bobengka,KZGMI-2001,46.3,225,5.3,2.6,45.2,,0.6,,,,,,,,,,,,,,,100
59,AP038,Bolu peca,KZGMI-2001,55.6,197,3.3,4.6,35.6,,0.9,,0,0,0,0,,,,,,,0,0,0,100
60,AP039,Brem,KZGPI-1990,37.4,249,3.4,0.4,58,0,0.9,198,86,2,,,,,0,,240,0.34,0,0,0,100
61,AP040,Bubur tinotuan(Manado),KZGMI-2001,80.9,156,2.3,0.2,15.6,8.2,1,41,20,0.4,486,164,0.3,0.4,,1437,,0.1,0.04,,15,100
62,AP041,Cake tape,KZGMI-2001,32.2,323,4.9,11.5,50.1,1.4,1.4,131,83,2.6,,,,,26,,1872,0.38,0.16,0.3,0,100
63,AP042,Cangkuning,KZGMI-2001,57.5,204,2.8,7.5,31.4,,0.8,,,,,,,,,,,,,,,100
64,AP043,Dodol bali,KZGPI- 1990,26.5,298,3.7,2.1,65.9,0.4,1.8,70,76,2.5,,,,,0,0,496,0.28,,2.5,0,100
65,AP044,Dodol galamai,KZGMI-2001,16.5,348,0.4,3.8,76.1,0.5,1.2,41,144,2.6,38,76,0.3,2.1,0,0,0,0.03,0.06,1.8,0,100
66,AP045,Dodol kedondong,KZGPI- 1990,26.4,331,1.9,7.6,63.8,1,0.4,90,55,2.3,,,,,0,,408,0.11,,0.8,5,100
67,AP046,Dodol manado,KZGMI-2001,26.1,373,4.3,16.5,51.9,0.4,1.2,41,142,2.4,35,72,0.3,2.1,0,0,0,0.04,0.06,2.1,0,100
68,AP047,Emping beras,KZGMI-2001,13.6,403,10.6,2.2,71.7,0.2,1.9,11,240,0.3,1,113,0.3,2.4,,,0,0,0.16,,0,100
69,AP048,Gemblong,KZGPI- 1990,36.2,274,1.7,5.4,55.5,2.2,1.2,69,55,3.3,,,,,0,0,0,0,,,0,100
70,AP049,Gendar goreng,KZGPI- 1990,30.4,407,6.4,28.2,32,0.1,3,216,62,1.6,,,,,0,,184,0.16,0,0.6,0,100
71,AP050,Intip goreng,KZGPI- 1990,6.5,474,7.6,21.6,62.3,1.2,2,323,64,2.5,0,38,0.05,0.5,,0,200,0.25,0.03,0.8,0,100
72,AP051,Jagung gerontol,KZGPI- 1990,61.7,156,2.7,1.3,33.3,1,0.8,51,105,1.2,,,,,0,,162,0.08,0,0,0,100
73,AP052,Jagung titi,KZGPI- 1990,9.2,374,9.4,2.2,79.1,0.8,0.1,14,142,2.9,,,9,,,,11507,0.2,,,,100
74,AP053,Japilus,KZGPI- 1990,3.8,500,1.2,25.1,67.3,0.4,2.7,186,29,4.9,,,,,0,,0,0.17,0.03,0.4,0,100
75,AP054,Kakicak,KZGMI-2001,43.9,296,3.4,15.1,36.7,,0.9,,,,,,,,,,,,,,,100
76,AP055,Kambose,KZGMI-2001,61.5,164,3,2.4,32.6,4.3,0.7,16,36,0.7,0,32,0.1,1.6,0,256,,0.1,0.1,0.4,,100
77,AP056,Kapusa,KZGMI-2001,63.5,158,4.4,3.2,27.8,5.3,1,79,115,1.2,104,149,0.5,1.1,0,1374,,0.06,0.05,0.1,0,100
78,AP057,Keddo bodong,KZGMI-2001,33.9,290,4.6,5.7,55.2,,0.6,,,,,,,,,,,,,,,100
79,AP058,"Kelepon, kue",KZGMI-2001,49.6,215,3.7,3.7,41.8,1,1.2,232,45,3.3,,,,,0,,872,0.09,0.07,0.2,0,100
80,AP059,Kereput,KZGMI-2001,3.5,580,4.8,39.6,51.1,,1,,,,,,,,,,,,,,,100
81,AP060,Ketoprak,KZGPI-1990,69.1,153,7.9,7.7,13,2.9,2.6,153,134,3.4,,,,,3,,435,0.05,,,0,100
82,AP061,Ketupat kandangan,KZGMI-2001,78.5,109,2.2,5.2,13.4,,0.7,,,,,,,,,,,,,,,100
83,AP062,Koya,KZGMI-2001,13.2,366,4.2,4.3,77.5,0.8,0.8,153,222,7,,,,,0,,,,,,0,100
84,AP063,Koya mirasa,KZGMI-2001,7.2,370,8,1,82.2,0.4,1.6,83,110,17,,,,,3,,144,0.19,0.45,2.6,0,100
85,AP064,Koyabu,KZGMI-2001,44.2,241,3.4,4.3,47.2,,0.9,,,,,,,,,,,,,,,100
86,AP065,Kue ali,KZGMI-2001,12.8,440,3.8,18.5,64.5,0.3,0.4,27,47,2.5,,,,,0,,0,0.13,0.09,0,0,100
87,AP066,Kue bangen,KZGMI-2001,5.6,442,3.3,14.7,74.2,,2.2,,,,,,,,,,,,,,,100
88,AP067,Kue gelang,KZGMI-2001,7.1,448,5.8,16.1,70,,1,,,,,,,,,,,,,,,100
89,AP068,Kue jahe,KZGPI- 1990,3.7,425,1.6,8.8,84.6,1.2,1.3,155,61,4,,,,,,,0,0.2,,,0,100
90,AP069,Kue kelapa,KZGMI-2001,3.3,591,5.6,42.1,47.5,,1.5,32,180,1.6,33,443,0.5,1.1,,,,,,,,100
91,AP070,Kue koa,KZGMI-2001,14.5,340,4.8,0.4,79.3,,1,,,,,,,,,,,,,,,100
92,AP071,Kue ku temu,KZGMI-2001,46.2,214,3.5,0.2,49.6,,0.5,,,,,,,,,,,,,,,100
93,AP072,Kue lumpur,KZGMS-1993,40.1,291,3.6,11.1,44.1,,1.1,96,60,2.3,,,,,20,,400,0.24,,,,100
94,AP073,Kue pelita,KZGMI-2001,71,141,5.3,5.5,17.6,,0.6,,,,,,,,,,,,,,,100
95,AP074,Kue putu cangkir,KZGPI- 1990,32.6,304,5.3,7,54.9,0.9,0.2,18,193,4,,,,,0,,0,0.06,,,0,100
96,AP075,Kue sus,KZGMS-1993,56.6,221,7.5,10.2,24.8,,0.9,105,85,2.5,,,,,26,,1300,0.12,,,0,100
97,AP076,Kue thipan,KZGMI-2001,43,247,2.9,4.2,49.5,,0.4,16,107,1.8,95,56,1.3,0.8,,,,0.17,,,,100
98,AP077,Laksa/Putu mayang,KZGMI-2001,73.2,121,1.7,3.4,21.1,,0.6,,,,,,,,,,,,,,,100
99,AP078,Lapis legit,KZGPI- 1990,21.3,389,6.6,15.7,55.5,0.5,0.9,16,136,1.9,,,,,41,,1032,0.26,0.09,3,0,100
100,AP079,Lupis ketan,KZGPI- 1990,61,164,1.8,2.1,34.5,0.7,0.6,119,31,1.5,,,,,0,,0,0.09,0,0.2,0,100
101,AP080,Manan samin,KZGMI-2001,27.1,379,3.4,18.1,50.6,,0.8,,,,,,,,,,,,,,,100
102,AP081,Martabak india,KZGMI-2001,65.8,153,4.5,4.2,24.3,,1.2,14,108,2.4,240,112,0.4,0.5,,,,,,,,100
103,AP082,Martabak mesir,KZGMI-2001,40.2,278,5.1,8.6,45,,1.1,49,168,3.4,193,123,0.2,0.9,,,,,,,,100
104,AP083,Masekat,KZGMI-2001,15.6,369,2.1,7,74.1,4,0.8,17,52,0.8,141,12,0.4,0.3,155,,,,,,,100
105,AP084,Mie aceh rebus,KZGMI-2001,74.6,113,3,3.2,18.1,,1.1,22,44,1.4,191,36,0.2,0.3,0,0,,0,0,0,0,100
106,AP085,Mie ayam,KZGMS-1993,78.6,102,6.2,3.9,10.5,,0.8,262,51,1.8,279,,,,39,,166,0.85,,0,0,100
107,AP086,Mie bakso,KZGMS-1993,74.5,114,5.3,3,16.4,0.1,0.8,286,53,1.9,760,,,,17,,180,0.16,,,0,100
108,AP087,Mie celon,KZGMI-2001,75.9,102,3,2.1,17.8,,1.2,12,84,1.4,451,112,0.1,0.5,0,0,,0,0,0,0,100
109,AP088,Mie pangsit basah,KZGMS-1993,79.2,105,5.9,4.9,9.4,,0.7,208,48,2,530,,,,25,,620,0.46,,,0,100
110,AP089,Nasi gemuk,KZGMI-2001,61.4,192,3.8,8.8,24.4,0.7,1.6,15,74,1,355,63,0.2,1.4,0,0,,0.19,0.05,2,0,100
111,AP090,Nasi gurih,KZGMI-2001,60.5,190,4.7,7.5,26,0.7,1.3,12,62,0.8,296,52,0.2,1.2,0,0,,0.11,0.06,2.1,0,100
112,AP091,Nasi minyak,KZGMI-2001,53.3,207,3.5,5,37.1,0.8,1.1,26,100,1.5,74,174,0.2,2.2,0,0,,0.14,0.07,2.6,0,100
113,AP092,Nasi rames,KZGMS-1993,65.8,155,10.3,4.2,19.1,,0.6,239,62,1.8,265,,,,96,,3140,0.59,0,,,100
114,AP093,Nopia spesial,KZGPI- 1990,11.5,387,5.3,7.6,74.3,0.3,1.3,903,133,4.2,,,,,,,512,0.17,,,0,100
115,AP094,Onde-onde,KZGMI-2001,27.7,336,4,9.8,57.9,,0.6,,,,,,,,,,,,,,,100
116,AP095,Padamaran,KZGMI-2001,67.6,171,3.9,8.9,18.8,,0.8,,,,,,,,,,,,,,,100
117,AP096,Pastel,KZGMS-1993,38.3,307,4.5,13.3,42.4,,1.5,296,53,2.5,,,,,0,,5360,0.15,,,0,100
118,AP097,Pulut,KZGMI-2001,49.1,216,2.6,3.1,44.4,,0.8,6,70,3.8,100,22,0.4,1.3,0,0,,0.14,,,,100
119,AP098,Pundut nasi,KZGMI-2001,77.8,104,1.9,4.1,15.1,0.4,1.1,26,100,1.5,74,174,0,0,,,,,,,,100
120,AP099,Putri hijau,KGZMI-2001,54.8,189,"5,4","2,1","37,2",,"0,5",,,,,,,,,,,,,,,100
121,AP100,Putri selat,KZGMI-2001,66.6,163,2.2,6.5,23.8,,0.9,72,3,4,6,68,,,0,0,,,,,,100
122,AP101,Putu sopa,KZGMI-2001,50.7,215,3.3,4.1,41.1,,0.8,,,,,,,,,,,,,,,100
123,AP102,Renggi goreng,KZGMI-2001,8.8,471,4.7,21.8,64.1,6.4,0.6,4,80,1.1,126,29,0.9,1.3,0,0,0,0.53,0.05,8.2,0,100
124,AP103,Roti boong,KZGMI-2001,34,341,5.5,16.2,43.3,,1,15,65,1.1,161,41,,0.9,,,,0.4,0.3,2.4,0,100
125,AP104,Roti warna sawo matang,DABM-1964,40,249,7.9,1.5,49.7,,0.9,20,140,2.5,500,91,,,0,0,0,0.15,,,0,100
126,AP105,Sarimuka,KZGMI-2001,61.5,166,2.3,2.8,32.9,,0.5,36,13,2,3,34,0,0,,,,,,,,100
127,AP106,Spaghetti,KZGMS-1993,66.1,139,7.4,2.1,22.6,,2.1,109,53,4.7,,,,,42,,940,0.35,,,0,100
128,AP107,Srikaya ketan,KZGMI-2001,41,265,2.7,6.4,49.1,,0.8,,,,,,,,,,,,,,,100
129,AP108,Sunduk lawang,KZGMI-2001,63.4,181,1.9,1.3,32.4,,1,,,,,,,,,,,,,,,100
130,AP109,Suwir-suwir,KZGPI- 1990,13.4,347,0.5,0.9,84.2,0.8,1,42,40,4.3,,,,,1,,240,0.13,,0.9,0,100
131,AP110,Tipa-tipa,KZGPI- 1990,11.3,355,6.2,1.2,79.8,1.3,1.5,17,328,1.6,,,,,0,0,0,0.26,0.04,1.5,0,100
132,AP111,Wajit camilan,KZGPI- 1990,27.1,303,6.3,2.7,63.3,6.9,0.6,61,302,5.5,,,,,0,,0,0.03,,,0,100
133,AP112,Widaran,KZGPI- 1990,7,424,1.3,10.7,80.7,0.2,0.3,49,88,2.5,,,,,21,,440,0.13,0.2,2.2,0,100
134,AP113,Wingko babat,KZGPI- 1990,29.7,355,3.2,15.1,51.4,2.4,0.7,47,63,1.1,,,,,0,,0,0.08,0.08,0,0,100
135,AP114,Yangko,KZGPI- 1990,37.4,254,3,1.1,58.1,0.8,0.4,184,24,2.6,,,,,0,,96,0.15,,0,0,100
140,BR005,"Bengkuang, segar",DABM- 1964,85.1,59,1.4,0.2,12.8,1,0.5,15,18,0.6,2,244.3,0.1,0.3,,0,,0.04,0.1,0.2,20,84
141,BR006,"Bentul (Komba), talas, segar",KZGPI- 1990,75.8,98,1.6,0.7,20.9,0.7,1.8,44,66,1.5,,195.5,0.2,0.6,0,0,0,0.02,0.1,0.8,0,86
142,BR007,"Gadeng/Gadung, kering",KZGMI-2001,20.2,322,2.4,0.6,76.6,,0.2,39,22,2.2,5,2,0.5,0.2,0,0,0,0.45,0.02,1,0,100
143,BR008,"Gadung, ubi, segar",KZGPI- 1990,74.4,100,0.9,0.3,23.5,2.1,0.9,79,66,0.9,8,687.2,0.2,0.2,0,0,0,0.23,0,0.5,2,85
148,BR013,"Kentang, segar",KZGPI- 1990,83.4,62,2.1,0.2,13.5,0.5,0.8,63,58,0.7,7,396,0.4,0.3,0,0,0,0.09,0.1,1,21,85
149,BR014,"Kentang hitam, segar",DABM- 1964,64,142,0.9,0.4,33.7,5.4,1,34,75,0.2,22,890.3,0.9,0.6,,0,,0.02,0.1,2.2,38,75
150,BR015,"Keribang, ubi, segar",KZGPI- 1990,67,137,1.3,1.1,29.8,0.6,0.8,45,56,0.8,10,885.8,0.2,0.3,0,0,0,0,0,0.7,0,83
151,BR016,"Ketela pohon/singkong, segar",KZGPI- 1990,61.4,154,1,0.3,36.8,0.9,0.5,77,24,1.1,2,394,0.3,0.4,0,0,0,0.06,0.1,0.5,31,85
160,BR025,"Talas bogor, segar",KZGPI- 1990,72.4,108,1.4,0.4,25,0.9,0.8,47,67,0.7,10,448,0.2,0.7,0,0,0,0.06,0.07,1,4,85
161,BR026,"Talas pontianak, segar",KZGPI- 1990,60,163,2.3,0.5,36.4,0.7,0.9,45,80,1.7,14,323.1,0.3,1,0,0,0,0.02,0.1,1.3,,83
162,BR027,"Talas viqueque, segar",KZGMI-2001,70.6,115,1.8,0.5,25.9,8.6,1.2,50,220,0.9,1,70,0.3,1,0,0,0,0.08,0.1,0.9,,85
163,BR028,"Ubi jalar, kuning, segar",KZGMI-2001,72.6,119,0.5,0.4,25.1,4.2,1,30,40,0.4,3,1,0.1,0.2,0,794,4948,0.06,0.07,0.7,21,85
164,BR029,"Ubi jalar manis, segar",KZGPI- 1990,78.4,83,1.5,0.2,18.8,0.6,1.1,27,162,2.1,52,320.7,0.1,0.3,0,0,0,0.02,0,0.4,0,85
165,BR030,"Ubi jalar merah, segar",KZGPI- 1990,61.9,151,1.6,0.3,35.4,0.7,0.6,29,74,0.7,92,565.6,0.3,0.5,0,0,1208,0.13,0.08,0.7,11,86
166,BR031,"Ubi jalar putih, segar",KZGMI-2001,77.8,88,0.4,0.4,20.6,4,0.8,30,10,0.5,2,4,0.1,0.2,0,13,264,0.25,0.06,0.5,36,86
167,BR032,Ubi jalar tinta/kemayung,KZGMI-2001,72.5,108,0.5,0.4,25.6,4.2,1,30,40,0.5,1,1,0.1,0.2,0,13,0,0.09,0.06,0.6,24,85
168,BR033,"Umbi Uwi, segar",BKP,69.7,120,2.8,0.5,82.3,2.6,0.9,9,42,1.3,12,412,0.3,0.6,,0,0,0.02,0.5,0.2,4,86
178,BP010,"Talas bogor, kukus",KZGPI- 1990,69.2,120,1.5,0.3,28.2,0.7,0.8,31,63,0.7,11,498,0.2,0.6,0,0,0,0.05,0.6,0.8,2,100
179,BP011,"Ubi jalar, kuning, kukus",KZGPI- 1990,74.2,100,0.7,0.3,23.8,1,1,44,46,0.4,3,0.8,0.1,0.2,0,819,,0,0.1,0.6,16,100
180,BP012,Ubi jalar tinta/kemayung kukus,KZGPI- 1990,58.5,165,0.9,0.2,39.8,1.1,0.6,20,23,0.8,1,0.9,0.1,0.2,0,0,0,0.02,0.1,0.5,0,100
181,BP013,Bagea kelapa asin,KZGMI-2001,3.5,450,3.2,13.9,78.1,,1.3,38,38,0.3,74,0,0.2,0.2,0,0,0,0.3,0,0,0,100
182,BP014,Bagea kelapa manis,KZGMI-2001,3,452,1.3,13.8,80.6,,1.3,38,39,0.3,75,0,0.2,0.2,0,0,0.3,0,0,0,0,100
183,BP015,Bagea kenari asin,KZGMI-2001,2.8,529,3.2,29.1,63.6,,1.3,38,40,0.4,74,0,0.2,0.2,0,0,0,0.3,0,0,0,100
184,BP016,Bagea kenari manis,KZGMI-2001,3.1,523,3.2,28.2,64.2,,1.3,38,39,0.3,74,0,0.2,0.2,0,0,0,0.3,0,0,0,100
185,BP017,Bagea kw 1,KZGPI- 1990,7.2,416,6.5,9.4,76.3,0.4,0.6,49,77,4.9,,,,,13,,312,0.08,,2.6,0,100
186,BP018,Bagea kw 2,KZGPI- 1990,7.9,382,0.3,3.5,87.2,8,1.1,172,120,7.6,,,,,0,0,0,0.02,,,0,100
187,BP019,Beras Cerdas,BKP,11.3,350,2.7,1.1,82.3,6.2,2.6,28,351,2.9,358,568,0.2,0.9,,0,0,0.02,0.2,0.3,0,100
188,BP020,Beras ganyong,BKP,9.3,364,3.4,0.7,86.3,4.7,0.5,4,47,5,4,72.2,0.2,0.6,,1,0.1,0.02,0.02,0.3,0,100
189,BP021,Beras Siger,BKP,13.5,344,1.1,0.2,28.3,5.6,0.7,32,22,5.6,106,77.9,0.1,0.5,,0,0,0.02,0.1,0.2,0,100
190,BP022,Biji nangka/Biji salak,KZGMI-2001,40.5,262,2.3,5.4,51.1,8,0.7,60,80,0.8,10,2,0.6,2,0,1667,,0.1,1,,10,100
191,BP023,Bubur sagu,KZGMI-2001,62.5,167,0.2,4,33,,0.3,3,3,0.1,7,0,0.1,0.1,0,0,0,9,,0.1,0,100
192,BP024,Cassavastick,KZGPI- 1990,5.6,460,0.8,18.7,71.8,1.6,2.7,144,58,7.5,,,,,0,,107,0.19,0.07,0.1,0,100
193,BP025,Ceriping getuk singkong,KZGPI- 1990,7.2,462,1.2,20.7,67.7,0.6,3.2,1248,172,8.8,,,,,0,,152,0.29,0.02,0.5,0,100
194,BP026,Gatot,BKP,12.8,347,1.3,0.7,83.8,5.8,1.4,78,44,17.1,28,242,0.2,0.7,,0,0,0.02,0.1,0.4,0,100
195,BP027,Geblek,BKP,52.1,195,0.4,1.7,44.4,3.6,1.4,35,13,0.6,353,125,0.3,0.3,,0,0.3,0.02,0,0.1,0,100
196,BP028,Getuk goreng,KZGPI- 1990,16.5,360,1.3,6.4,74.3,0.8,1.5,59,81,3.2,,,,,0,0,0,0.21,,0.1,0,100
197,BP029,Getuk singkong,KZGPI- 1990,49.8,204,0.5,1.4,47.4,0.8,1.1,97,52,1.5,,,,,0,,208,0.08,,0.1,0,100
198,BP030,Gurandil,KZGPI- 1990,47.5,218,0.5,2.5,48.5,3.1,1,50,25,2.8,,,,,,,0,0.19,,,0,100
